date,city,store,product_category,unit_price,quantity,total_sales,year,month
2023-08-24,Stuttgart,Edeka,Bakery,1.28,12,15.36,2023,8
2024-01-24,Stuttgart,REWE,Bakery,1.71,9,15.39,2024,1
2024-01-28,Berlin,Edeka,Household,8.58,14,120.12,2024,1
2024-10-02,Leipzig,Edeka,Snacks,3.35,11,36.85,2024,10
2023-01-30,Frankfurt,Lidl,Snacks,3.33,2,6.66,2023,1
2024-08-05,Berlin,Lidl,Dairy,2.6,17,44.2,2024,8
2023-05-28,Leipzig,Aldi,Beverages,2.95,6,17.7,2023,5
2024-08-27,Munich,Edeka,Dairy,2.05,10,20.5,2024,8
2023-10-10,Leipzig,Aldi,Snacks,3.39,18,61.02,2023,10
2024-12-29,Munich,REWE,Snacks,2.79,3,8.37,2024,12
2023-08-26,Leipzig,Lidl,Bakery,2.58,11,28.38,2023,8
2023-11-15,Leipzig,Lidl,Beverages,1.46,19,27.74,2023,11
2023-12-03,Cologne,Edeka,Snacks,1.12,1,1.12,2023,12
2023-01-31,Cologne,Aldi,Bakery,3.54,6,21.24,2023,1
2024-09-17,Hamburg,Lidl,Dairy,4.36,18,78.48,2024,9
2024-09-05,Munich,REWE,Dairy,3.8,3,11.4,2024,9
2024-08-27,Leipzig,Lidl,Bakery,2.18,15,32.7,2024,8
2023-07-26,Leipzig,Aldi,Produce,1.59,4,6.36,2023,7
2023-08-17,Munich,Lidl,Dairy,1.3,2,2.6,2023,8
2024-08-05,Leipzig,Lidl,Produce,1.18,3,3.54,2024,8
2023-12-08,Stuttgart,Aldi,Bakery,1.97,15,29.55,2023,12
2024-04-04,Stuttgart,REWE,Beverages,4.72,19,89.68,2024,4
2023-05-16,Hamburg,Edeka,Snacks,2.71,7,18.97,2023,5
2023-10-11,Berlin,REWE,Dairy,2.44,9,21.96,2023,10
2023-12-17,Munich,Aldi,Snacks,1.75,14,24.5,2023,12
2023-01-17,Stuttgart,Edeka,Produce,2.27,3,6.81,2023,1
2023-08-03,Munich,Lidl,Dairy,3.77,8,30.16,2023,8
2024-01-30,Leipzig,Lidl,Beverages,1.7,17,28.9,2024,1
2024-02-03,Cologne,Aldi,Beverages,1.68,9,15.12,2024,2
2024-02-18,Hamburg,REWE,Beverages,1.52,18,27.36,2024,2
2023-09-01,Hamburg,REWE,Beverages,5.57,13,72.41,2023,9
2023-04-05,Cologne,REWE,Snacks,0.88,10,8.8,2023,4
2024-09-24,Leipzig,Edeka,Snacks,2.61,15,39.15,2024,9
2023-01-06,Munich,REWE,Produce,2.66,16,42.56,2023,1
2023-03-28,Frankfurt,REWE,Snacks,1.05,17,17.85,2023,3
2023-07-08,Hamburg,REWE,Produce,2.48,16,39.68,2023,7
2024-09-06,Munich,Edeka,Snacks,1.51,19,28.69,2024,9
2024-09-07,Berlin,REWE,Produce,2.54,4,10.16,2024,9
2024-02-24,Leipzig,Edeka,Bakery,3.67,6,22.02,2024,2
2023-03-08,Hamburg,Edeka,Beverages,1.98,6,11.88,2023,3
2024-09-09,Cologne,Aldi,Household,5.81,18,104.58,2024,9
2023-09-05,Leipzig,Lidl,Dairy,3.84,13,49.92,2023,9
2023-07-26,Hamburg,REWE,Snacks,2.42,20,48.4,2023,7
2023-07-24,Cologne,Lidl,Beverages,1.87,4,7.48,2023,7
2023-11-15,Berlin,Edeka,Snacks,3.3,12,39.6,2023,11
2023-03-24,Munich,Edeka,Produce,2.7,11,29.7,2023,3
2024-02-28,Cologne,Aldi,Household,14.29,14,200.06,2024,2
2023-03-23,Cologne,Edeka,Snacks,0.75,16,12.0,2023,3
2024-07-02,Stuttgart,Aldi,Beverages,3.09,12,37.08,2024,7
2024-12-25,Berlin,Lidl,Beverages,3.16,14,44.24,2024,12
2024-05-01,Frankfurt,Edeka,Snacks,1.58,16,25.28,2024,5
2023-05-13,Hamburg,Aldi,Dairy,1.77,3,5.31,2023,5
2023-04-25,Leipzig,Edeka,Dairy,1.58,18,28.44,2023,4
2024-01-12,Stuttgart,Aldi,Bakery,2.72,14,38.08,2024,1
2023-07-30,Frankfurt,Aldi,Bakery,3.81,10,38.1,2023,7
2023-05-12,Hamburg,Lidl,Bakery,3.16,20,63.2,2023,5
2024-01-09,Berlin,REWE,Produce,1.73,7,12.11,2024,1
2023-06-03,Berlin,Lidl,Dairy,2.9,3,8.7,2023,6
2024-02-27,Frankfurt,Edeka,Bakery,3.01,7,21.07,2024,2
2024-01-01,Berlin,REWE,Dairy,2.66,19,50.54,2024,1
2024-11-24,Munich,Edeka,Snacks,2.36,16,37.76,2024,11
2023-05-27,Frankfurt,Lidl,Snacks,2.34,8,18.72,2023,5
2023-05-07,Cologne,Edeka,Snacks,2.66,6,15.96,2023,5
2023-11-04,Cologne,REWE,Beverages,3.18,17,54.06,2023,11
2024-12-15,Berlin,Aldi,Dairy,3.48,14,48.72,2024,12
2023-04-28,Berlin,Aldi,Household,13.45,13,174.85,2023,4
2024-07-26,Hamburg,Edeka,Snacks,1.49,17,25.33,2024,7
2023-08-19,Leipzig,Lidl,Bakery,1.78,14,24.92,2023,8
2024-03-26,Frankfurt,REWE,Snacks,1.75,18,31.5,2024,3
2024-05-14,Stuttgart,Edeka,Dairy,1.55,3,4.65,2024,5
2024-10-23,Frankfurt,Aldi,Household,14.55,19,276.45,2024,10
2023-05-25,Munich,Edeka,Household,8.38,3,25.14,2023,5
2024-09-14,Leipzig,Aldi,Produce,1.88,10,18.8,2024,9
2024-11-09,Cologne,Edeka,Snacks,2.38,14,33.32,2024,11
2024-12-01,Leipzig,Lidl,Beverages,4.87,3,14.61,2024,12
2023-02-18,Cologne,Lidl,Beverages,2.63,9,23.67,2023,2
2023-04-17,Munich,Aldi,Household,4.29,20,85.8,2023,4
2023-04-03,Hamburg,Lidl,Dairy,4.32,4,17.28,2023,4
2024-09-27,Munich,Edeka,Dairy,4.48,17,76.16,2024,9
2023-05-20,Hamburg,Aldi,Household,5.61,9,50.49,2023,5
2023-11-10,Hamburg,Aldi,Bakery,2.34,6,14.04,2023,11
2023-01-11,Leipzig,Aldi,Bakery,0.89,19,16.91,2023,1
2024-03-23,Stuttgart,Lidl,Beverages,5.07,17,86.19,2024,3
2024-01-30,Hamburg,Lidl,Snacks,0.81,6,4.86,2024,1
2024-05-19,Leipzig,REWE,Bakery,3.26,20,65.2,2024,5
2024-01-13,Berlin,Edeka,Bakery,1.69,20,33.8,2024,1
2023-12-27,Berlin,REWE,Bakery,3.79,9,34.11,2023,12
2024-11-13,Hamburg,Aldi,Bakery,1.6,18,28.8,2024,11
2024-07-01,Munich,Edeka,Bakery,4.0,16,64.0,2024,7
2024-10-03,Munich,Lidl,Snacks,1.09,2,2.18,2024,10
2024-07-26,Munich,REWE,Produce,4.54,13,59.02,2024,7
2024-07-14,Berlin,REWE,Bakery,1.32,6,7.92,2024,7
2024-01-31,Stuttgart,Aldi,Dairy,3.85,3,11.55,2024,1
2023-07-05,Leipzig,Edeka,Produce,1.82,1,1.82,2023,7
2023-08-09,Hamburg,Edeka,Beverages,3.22,20,64.4,2023,8
2024-06-01,Cologne,Aldi,Snacks,2.16,4,8.64,2024,6
2023-10-27,Munich,Lidl,Bakery,3.68,5,18.4,2023,10
2023-06-24,Leipzig,Edeka,Household,4.19,9,37.71,2023,6
2024-01-06,Leipzig,REWE,Beverages,5.73,16,91.68,2024,1
2024-05-23,Stuttgart,Aldi,Produce,1.46,18,26.28,2024,5
2023-07-23,Berlin,REWE,Produce,3.44,10,34.4,2023,7
2024-08-30,Frankfurt,Lidl,Snacks,2.69,20,53.8,2024,8
2023-10-09,Hamburg,Lidl,Snacks,3.01,14,42.14,2023,10
2024-10-08,Munich,Edeka,Bakery,3.93,9,35.37,2024,10
2024-02-20,Berlin,REWE,Dairy,1.02,16,16.32,2024,2
2023-02-02,Frankfurt,Lidl,Snacks,2.89,9,26.01,2023,2
2023-03-23,Hamburg,Aldi,Produce,2.21,7,15.47,2023,3
2024-04-27,Cologne,Lidl,Beverages,4.51,2,9.02,2024,4
2023-05-28,Hamburg,Lidl,Beverages,2.38,1,2.38,2023,5
2024-08-29,Hamburg,Edeka,Beverages,5.72,2,11.44,2024,8
2024-05-09,Leipzig,Aldi,Snacks,2.8,6,16.8,2024,5
2023-06-19,Munich,Lidl,Bakery,2.12,11,23.32,2023,6
2024-12-23,Stuttgart,REWE,Produce,4.84,16,77.44,2024,12
2024-12-03,Hamburg,Aldi,Snacks,2.9,14,40.6,2024,12
2023-01-07,Frankfurt,Aldi,Snacks,2.7,19,51.3,2023,1
2024-01-15,Frankfurt,REWE,Dairy,3.86,14,54.04,2024,1
2024-03-09,Hamburg,REWE,Beverages,4.25,19,80.75,2024,3
2023-02-03,Hamburg,Edeka,Produce,2.64,4,10.56,2023,2
2024-07-16,Stuttgart,Aldi,Beverages,2.43,18,43.74,2024,7
2024-09-23,Frankfurt,REWE,Bakery,1.14,11,12.54,2024,9
2023-05-18,Frankfurt,Aldi,Bakery,2.1,11,23.1,2023,5
2024-01-02,Munich,Aldi,Snacks,2.02,18,36.36,2024,1
2023-04-16,Cologne,Aldi,Bakery,3.82,10,38.2,2023,4
2023-02-01,Frankfurt,Aldi,Produce,3.29,19,62.51,2023,2
2024-09-27,Cologne,Aldi,Snacks,0.84,11,9.24,2024,9
2024-11-12,Cologne,Edeka,Produce,0.61,6,3.66,2024,11
2024-06-07,Frankfurt,Aldi,Beverages,5.21,5,26.05,2024,6
2023-06-17,Stuttgart,Aldi,Bakery,2.7,9,24.3,2023,6
2023-03-19,Stuttgart,Edeka,Bakery,2.6,11,28.6,2023,3
2024-06-29,Munich,REWE,Snacks,1.7,11,18.7,2024,6
2023-07-28,Hamburg,REWE,Beverages,4.59,20,91.8,2023,7
2024-02-15,Stuttgart,Edeka,Household,12.83,12,153.96,2024,2
2023-01-08,Berlin,REWE,Household,13.66,4,54.64,2023,1
2023-08-15,Hamburg,Aldi,Bakery,2.22,14,31.08,2023,8
2023-06-24,Berlin,REWE,Bakery,1.07,2,2.14,2023,6
2023-03-22,Frankfurt,Lidl,Produce,4.41,19,83.79,2023,3
2023-02-26,Hamburg,REWE,Bakery,2.99,12,35.88,2023,2
2023-05-15,Hamburg,Edeka,Snacks,2.71,20,54.2,2023,5
2023-08-26,Berlin,REWE,Produce,4.75,13,61.75,2023,8
2024-04-16,Munich,REWE,Produce,1.53,13,19.89,2024,4
2023-08-05,Stuttgart,Edeka,Snacks,2.97,11,32.67,2023,8
2023-01-26,Frankfurt,Edeka,Snacks,1.91,7,13.37,2023,1
2023-07-06,Frankfurt,Aldi,Beverages,5.69,17,96.73,2023,7
2024-09-21,Stuttgart,Edeka,Snacks,1.62,14,22.68,2024,9
2024-12-09,Frankfurt,Lidl,Beverages,3.88,14,54.32,2024,12
2023-04-26,Hamburg,Lidl,Dairy,3.26,9,29.34,2023,4
2024-09-05,Leipzig,Edeka,Dairy,0.95,2,1.9,2024,9
2023-06-12,Cologne,Lidl,Household,10.37,10,103.7,2023,6
2024-02-18,Leipzig,Aldi,Household,11.02,13,143.26,2024,2
2023-06-27,Berlin,Edeka,Bakery,3.45,10,34.5,2023,6
2023-10-07,Stuttgart,REWE,Household,6.25,8,50.0,2023,10
2023-07-31,Hamburg,Aldi,Dairy,3.46,8,27.68,2023,7
2023-02-23,Munich,Lidl,Produce,4.2,6,25.2,2023,2
2023-03-08,Munich,Aldi,Produce,4.19,15,62.85,2023,3
2024-06-27,Hamburg,Lidl,Bakery,1.57,11,17.27,2024,6
2024-06-03,Berlin,Lidl,Household,14.41,1,14.41,2024,6
2024-05-13,Stuttgart,Lidl,Household,11.46,20,229.2,2024,5
2024-03-06,Frankfurt,Aldi,Dairy,3.36,7,23.52,2024,3
2024-12-27,Frankfurt,REWE,Household,12.55,5,62.75,2024,12
2023-02-15,Cologne,REWE,Dairy,3.7,5,18.5,2023,2
2024-08-14,Stuttgart,REWE,Produce,1.45,16,23.2,2024,8
2023-02-04,Hamburg,REWE,Beverages,4.03,6,24.18,2023,2
2023-07-08,Cologne,REWE,Household,12.61,2,25.22,2023,7
2023-03-30,Munich,Lidl,Bakery,2.95,3,8.85,2023,3
2023-12-01,Leipzig,REWE,Bakery,2.66,2,5.32,2023,12
2023-05-16,Leipzig,Edeka,Snacks,1.47,13,19.11,2023,5
2024-06-29,Frankfurt,Lidl,Household,12.12,20,242.4,2024,6
2023-04-23,Leipzig,REWE,Snacks,0.85,11,9.35,2023,4
2023-06-21,Stuttgart,Aldi,Dairy,3.34,6,20.04,2023,6
2023-12-05,Frankfurt,Aldi,Bakery,3.27,20,65.4,2023,12
2024-07-08,Leipzig,Edeka,Snacks,3.3,18,59.4,2024,7
2024-06-08,Cologne,Lidl,Snacks,2.77,18,49.86,2024,6
2023-06-23,Hamburg,Lidl,Bakery,2.48,2,4.96,2023,6
2024-09-28,Cologne,Lidl,Bakery,1.43,8,11.44,2024,9
2023-11-28,Stuttgart,Lidl,Beverages,2.99,9,26.91,2023,11
2023-07-26,Munich,REWE,Beverages,1.47,13,19.11,2023,7
2023-12-09,Stuttgart,Lidl,Produce,2.49,3,7.47,2023,12
2023-04-14,Hamburg,Lidl,Household,3.92,17,66.64,2023,4
2024-10-03,Stuttgart,Aldi,Produce,1.19,2,2.38,2024,10
2023-02-09,Munich,REWE,Beverages,1.98,18,35.64,2023,2
2023-01-23,Hamburg,REWE,Dairy,3.39,1,3.39,2023,1
2023-09-09,Cologne,REWE,Beverages,2.48,12,29.76,2023,9
2023-10-17,Berlin,Edeka,Beverages,4.4,17,74.8,2023,10
2023-07-21,Cologne,REWE,Beverages,4.96,6,29.76,2023,7
2023-06-04,Hamburg,Aldi,Dairy,4.33,15,64.95,2023,6
2024-07-20,Stuttgart,Aldi,Dairy,1.11,3,3.33,2024,7
2023-04-16,Munich,Edeka,Produce,0.58,7,4.06,2023,4
2023-09-17,Cologne,Aldi,Snacks,1.89,11,20.79,2023,9
2023-07-19,Hamburg,Aldi,Dairy,1.36,6,8.16,2023,7
2023-08-05,Munich,REWE,Household,5.05,8,40.4,2023,8
2024-02-15,Leipzig,REWE,Bakery,3.89,15,58.35,2024,2
2024-07-12,Munich,Aldi,Beverages,5.99,14,83.86,2024,7
2023-04-27,Munich,REWE,Beverages,5.93,11,65.23,2023,4
2024-02-28,Stuttgart,Aldi,Bakery,3.71,15,55.65,2024,2
2023-07-31,Hamburg,Lidl,Beverages,5.91,12,70.92,2023,7
2023-06-04,Munich,Lidl,Produce,1.32,8,10.56,2023,6
2023-09-20,Munich,Aldi,Snacks,0.79,6,4.74,2023,9
2024-05-21,Cologne,REWE,Bakery,1.88,15,28.2,2024,5
2023-05-31,Munich,Lidl,Produce,3.06,15,45.9,2023,5
2023-07-31,Leipzig,Lidl,Produce,2.57,4,10.28,2023,7
2023-07-11,Stuttgart,Lidl,Household,14.88,10,148.8,2023,7
2023-04-08,Berlin,Edeka,Produce,1.41,16,22.56,2023,4
2024-06-24,Hamburg,Aldi,Snacks,1.28,18,23.04,2024,6
2024-12-01,Munich,Lidl,Produce,4.17,5,20.85,2024,12
2023-06-21,Leipzig,REWE,Household,7.45,10,74.5,2023,6
2024-01-06,Leipzig,Aldi,Dairy,2.48,10,24.8,2024,1
2024-12-09,Munich,Aldi,Snacks,2.6,10,26.0,2024,12
2023-06-04,Frankfurt,Lidl,Dairy,3.98,10,39.8,2023,6
2023-05-20,Cologne,Lidl,Household,15.0,19,285.0,2023,5
2023-09-13,Munich,Aldi,Household,14.82,16,237.12,2023,9
2024-11-06,Cologne,REWE,Household,13.07,13,169.91,2024,11
2024-10-07,Cologne,Edeka,Produce,1.21,12,14.52,2024,10
2024-02-20,Berlin,Aldi,Snacks,1.11,7,7.77,2024,2
2023-11-25,Hamburg,Aldi,Dairy,3.49,9,31.41,2023,11
2024-01-13,Berlin,Aldi,Dairy,2.89,19,54.91,2024,1
2023-09-23,Hamburg,REWE,Beverages,5.08,18,91.44,2023,9
2024-06-24,Frankfurt,Edeka,Beverages,1.86,15,27.9,2024,6
2023-05-19,Leipzig,Edeka,Beverages,5.68,12,68.16,2023,5
2024-08-19,Berlin,Aldi,Snacks,0.76,20,15.2,2024,8
2024-05-26,Cologne,Lidl,Dairy,1.52,11,16.72,2024,5
2023-09-06,Munich,Lidl,Bakery,2.37,15,35.55,2023,9
2023-11-04,Frankfurt,REWE,Snacks,3.39,18,61.02,2023,11
2024-07-26,Hamburg,Lidl,Household,13.08,18,235.44,2024,7
2023-08-07,Berlin,REWE,Produce,3.6,9,32.4,2023,8
2024-08-06,Frankfurt,Lidl,Bakery,3.33,1,3.33,2024,8
2023-10-20,Stuttgart,Aldi,Produce,1.94,3,5.82,2023,10
2024-02-14,Berlin,REWE,Snacks,2.62,11,28.82,2024,2
2023-07-17,Cologne,Lidl,Household,13.13,13,170.69,2023,7
2023-03-21,Stuttgart,Aldi,Household,10.7,11,117.7,2023,3
2024-01-20,Berlin,REWE,Household,13.02,17,221.34,2024,1
2023-05-17,Hamburg,REWE,Beverages,4.77,2,9.54,2023,5
2023-08-01,Stuttgart,Lidl,Snacks,1.7,9,15.3,2023,8
2024-09-10,Leipzig,Lidl,Household,10.8,9,97.2,2024,9
2023-07-26,Stuttgart,Aldi,Produce,2.7,18,48.6,2023,7
2024-10-25,Hamburg,Edeka,Beverages,5.5,20,110.0,2024,10
2023-05-13,Munich,REWE,Snacks,1.12,8,8.96,2023,5
2023-06-15,Munich,Aldi,Household,14.17,5,70.85,2023,6
2024-05-17,Hamburg,Aldi,Beverages,3.17,15,47.55,2024,5
2024-03-05,Leipzig,Lidl,Snacks,1.98,10,19.8,2024,3
2023-06-29,Hamburg,Lidl,Household,12.36,11,135.96,2023,6
2023-05-01,Hamburg,Edeka,Dairy,2.03,15,30.45,2023,5
2023-06-23,Frankfurt,Lidl,Produce,1.11,20,22.2,2023,6
2023-11-27,Stuttgart,Lidl,Dairy,3.9,7,27.3,2023,11
2023-03-09,Leipzig,REWE,Produce,3.27,9,29.43,2023,3
2024-11-29,Berlin,Aldi,Dairy,4.29,13,55.77,2024,11
2023-05-18,Frankfurt,REWE,Snacks,3.14,2,6.28,2023,5
2023-11-04,Leipzig,Aldi,Household,3.16,8,25.28,2023,11
2023-11-26,Cologne,REWE,Snacks,2.87,19,54.53,2023,11
2023-08-26,Munich,Aldi,Produce,1.85,4,7.4,2023,8
2024-06-13,Berlin,REWE,Produce,3.17,15,47.55,2024,6
2023-03-17,Munich,Lidl,Snacks,1.76,16,28.16,2023,3
2023-05-31,Leipzig,Lidl,Household,12.64,9,113.76,2023,5
2024-09-11,Cologne,Aldi,Dairy,4.09,14,57.26,2024,9
2024-10-26,Hamburg,Aldi,Snacks,1.95,20,39.0,2024,10
2023-11-12,Munich,Aldi,Household,5.3,15,79.5,2023,11
2023-02-06,Hamburg,Lidl,Household,6.7,6,40.2,2023,2
2024-10-19,Munich,Edeka,Beverages,2.23,12,26.76,2024,10
2023-05-06,Leipzig,Aldi,Produce,3.64,15,54.6,2023,5
2024-09-11,Cologne,Aldi,Beverages,2.26,3,6.78,2024,9
2023-10-13,Munich,Lidl,Produce,4.53,4,18.12,2023,10
2023-08-28,Cologne,REWE,Bakery,1.5,4,6.0,2023,8
2024-09-05,Leipzig,Aldi,Snacks,0.82,17,13.94,2024,9
2023-08-08,Berlin,Aldi,Produce,4.42,6,26.52,2023,8
2023-01-07,Frankfurt,Aldi,Beverages,2.85,18,51.3,2023,1
2023-08-04,Cologne,Lidl,Household,4.86,11,53.46,2023,8
2024-11-11,Munich,REWE,Produce,3.32,12,39.84,2024,11
2024-08-08,Berlin,Lidl,Snacks,3.14,9,28.26,2024,8
2023-10-20,Leipzig,Edeka,Dairy,2.23,5,11.15,2023,10
2024-06-22,Cologne,Edeka,Dairy,1.41,3,4.23,2024,6
2024-04-28,Munich,Lidl,Household,11.07,4,44.28,2024,4
2023-02-12,Stuttgart,REWE,Snacks,2.16,12,25.92,2023,2
2023-11-03,Cologne,Lidl,Produce,3.19,14,44.66,2023,11
2023-04-03,Cologne,Aldi,Beverages,3.76,14,52.64,2023,4
2024-08-05,Hamburg,Aldi,Produce,1.7,10,17.0,2024,8
2023-09-26,Munich,Lidl,Dairy,4.11,15,61.65,2023,9
2024-09-12,Frankfurt,REWE,Beverages,4.28,15,64.2,2024,9
2024-11-23,Cologne,Aldi,Beverages,3.8,10,38.0,2024,11
2023-08-03,Berlin,REWE,Beverages,2.69,15,40.35,2023,8
2023-04-24,Munich,Edeka,Snacks,1.85,17,31.45,2023,4
2023-07-04,Frankfurt,Edeka,Bakery,2.57,9,23.13,2023,7
2023-05-05,Munich,REWE,Dairy,2.41,16,38.56,2023,5
2023-04-15,Stuttgart,Edeka,Beverages,4.13,11,45.43,2023,4
2023-08-25,Frankfurt,Aldi,Beverages,5.4,7,37.8,2023,8
2024-10-14,Frankfurt,Aldi,Household,12.59,17,214.03,2024,10
2023-06-07,Cologne,Edeka,Snacks,1.36,7,9.52,2023,6
2024-04-18,Hamburg,Aldi,Snacks,1.76,7,12.32,2024,4
2024-05-19,Munich,Aldi,Produce,4.84,6,29.04,2024,5
2023-10-01,Berlin,Aldi,Bakery,1.74,17,29.58,2023,10
2023-04-27,Stuttgart,Edeka,Beverages,1.91,13,24.83,2023,4
2024-07-27,Berlin,Edeka,Household,7.66,9,68.94,2024,7
2024-06-19,Hamburg,Lidl,Bakery,3.7,17,62.9,2024,6
2023-03-01,Berlin,Edeka,Snacks,2.46,10,24.6,2023,3
2024-02-05,Munich,Edeka,Produce,3.61,7,25.27,2024,2
2023-06-29,Berlin,Lidl,Bakery,1.61,5,8.05,2023,6
2023-08-20,Stuttgart,Lidl,Beverages,1.74,13,22.62,2023,8
2024-04-20,Munich,Aldi,Produce,4.96,8,39.68,2024,4
2024-10-16,Frankfurt,REWE,Household,5.77,18,103.86,2024,10
2023-09-02,Cologne,Lidl,Beverages,4.56,5,22.8,2023,9
2024-08-15,Hamburg,REWE,Beverages,4.4,1,4.4,2024,8
2024-09-29,Hamburg,Edeka,Bakery,1.2,20,24.0,2024,9
2024-10-10,Leipzig,Aldi,Dairy,2.97,4,11.88,2024,10
2024-07-21,Berlin,Aldi,Dairy,1.21,20,24.2,2024,7
2023-08-01,Munich,Lidl,Beverages,2.99,20,59.8,2023,8
2024-08-28,Stuttgart,REWE,Bakery,2.49,20,49.8,2024,8
2024-04-03,Cologne,REWE,Beverages,4.91,8,39.28,2024,4
2023-05-08,Stuttgart,REWE,Produce,0.96,4,3.84,2023,5
2023-08-05,Berlin,REWE,Snacks,3.31,3,9.93,2023,8
2024-12-11,Stuttgart,REWE,Snacks,0.93,10,9.3,2024,12
2023-01-20,Cologne,Aldi,Dairy,2.07,15,31.05,2023,1
2024-07-20,Munich,REWE,Snacks,2.02,6,12.12,2024,7
2023-03-01,Stuttgart,REWE,Dairy,2.09,1,2.09,2023,3
2024-11-05,Berlin,REWE,Household,3.17,13,41.21,2024,11
2024-12-14,Berlin,Lidl,Household,8.58,8,68.64,2024,12
2023-05-09,Stuttgart,Edeka,Dairy,1.72,16,27.52,2023,5
2024-07-10,Leipzig,Aldi,Produce,3.51,17,59.67,2024,7
2023-07-16,Cologne,Edeka,Produce,4.72,2,9.44,2023,7
2024-05-06,Berlin,Lidl,Household,10.28,14,143.92,2024,5
2024-11-08,Stuttgart,Edeka,Dairy,1.29,12,15.48,2024,11
2024-05-18,Cologne,Lidl,Snacks,1.88,9,16.92,2024,5
2023-09-04,Stuttgart,Lidl,Snacks,1.06,5,5.3,2023,9
2023-09-17,Stuttgart,Edeka,Dairy,2.48,5,12.4,2023,9
2023-12-13,Munich,Lidl,Beverages,5.74,15,86.1,2023,12
2023-07-16,Cologne,Lidl,Beverages,2.51,16,40.16,2023,7
2023-04-17,Munich,Aldi,Household,2.95,3,8.85,2023,4
2024-09-04,Munich,Edeka,Produce,2.57,5,12.85,2024,9
2023-06-09,Frankfurt,REWE,Produce,4.44,20,88.8,2023,6
2024-02-26,Cologne,Lidl,Snacks,1.08,12,12.96,2024,2
2024-08-29,Hamburg,Aldi,Snacks,2.77,16,44.32,2024,8
2023-07-26,Leipzig,Lidl,Snacks,1.85,9,16.65,2023,7
2023-11-09,Frankfurt,Edeka,Household,7.86,14,110.04,2023,11
2024-03-07,Frankfurt,REWE,Household,11.94,19,226.86,2024,3
2023-08-23,Cologne,Lidl,Dairy,4.4,10,44.0,2023,8
2023-11-23,Frankfurt,Aldi,Produce,1.8,8,14.4,2023,11
2024-04-23,Frankfurt,Edeka,Produce,2.32,15,34.8,2024,4
2024-03-03,Leipzig,Edeka,Beverages,1.3,10,13.0,2024,3
2024-10-27,Berlin,REWE,Household,6.57,1,6.57,2024,10
2023-04-10,Leipzig,REWE,Bakery,1.56,14,21.84,2023,4
2023-08-26,Leipzig,REWE,Produce,3.87,1,3.87,2023,8
2023-04-17,Munich,Edeka,Produce,3.61,16,57.76,2023,4
2023-12-30,Hamburg,REWE,Bakery,1.85,14,25.9,2023,12
2024-10-03,Cologne,REWE,Bakery,2.83,18,50.94,2024,10
2024-05-07,Leipzig,Edeka,Bakery,3.45,18,62.1,2024,5
2023-02-12,Berlin,Lidl,Produce,4.3,13,55.9,2023,2
2024-07-28,Stuttgart,Aldi,Snacks,2.92,2,5.84,2024,7
2023-03-14,Stuttgart,Aldi,Produce,2.09,12,25.08,2023,3
2024-11-28,Hamburg,Aldi,Household,8.25,11,90.75,2024,11
2024-09-20,Leipzig,Lidl,Dairy,3.2,16,51.2,2024,9
2023-10-31,Leipzig,Edeka,Beverages,2.88,15,43.2,2023,10
2023-01-05,Hamburg,Edeka,Household,10.64,5,53.2,2023,1
2024-08-10,Berlin,Aldi,Dairy,3.68,4,14.72,2024,8
2023-12-15,Stuttgart,Lidl,Bakery,1.1,13,14.3,2023,12
2024-02-04,Cologne,REWE,Produce,2.3,15,34.5,2024,2
2024-08-17,Munich,REWE,Produce,3.29,13,42.77,2024,8
2024-03-08,Leipzig,REWE,Beverages,3.05,17,51.85,2024,3
2024-07-25,Berlin,Aldi,Beverages,3.99,2,7.98,2024,7
2023-04-17,Frankfurt,Aldi,Beverages,3.79,5,18.95,2023,4
2023-04-27,Stuttgart,Edeka,Beverages,5.46,12,65.52,2023,4
2024-01-18,Leipzig,Aldi,Dairy,2.77,15,41.55,2024,1
2023-03-23,Hamburg,Aldi,Dairy,3.96,14,55.44,2023,3
2024-10-14,Frankfurt,REWE,Beverages,1.54,19,29.26,2024,10
2024-02-14,Cologne,Lidl,Household,9.84,3,29.52,2024,2
2023-03-11,Stuttgart,Edeka,Beverages,3.21,5,16.05,2023,3
2024-01-22,Stuttgart,Lidl,Dairy,3.74,14,52.36,2024,1
2024-06-07,Munich,Aldi,Produce,2.71,4,10.84,2024,6
2023-10-24,Munich,REWE,Produce,3.94,4,15.76,2023,10
2024-09-08,Munich,Edeka,Snacks,1.49,5,7.45,2024,9
2024-12-19,Stuttgart,REWE,Produce,3.32,1,3.32,2024,12
2023-03-06,Leipzig,Lidl,Produce,0.65,15,9.75,2023,3
2024-07-28,Leipzig,REWE,Household,3.9,15,58.5,2024,7
2023-06-27,Frankfurt,Aldi,Snacks,2.81,5,14.05,2023,6
2023-01-08,Leipzig,REWE,Household,2.22,2,4.44,2023,1
2023-06-08,Cologne,Lidl,Snacks,0.71,18,12.78,2023,6
2023-01-11,Frankfurt,Lidl,Dairy,4.29,4,17.16,2023,1
2024-02-15,Stuttgart,Aldi,Beverages,1.61,18,28.98,2024,2
2024-08-29,Hamburg,Aldi,Dairy,1.69,18,30.42,2024,8
2023-06-04,Munich,Edeka,Beverages,2.1,4,8.4,2023,6
2023-07-25,Cologne,Lidl,Produce,2.74,1,2.74,2023,7
2023-04-25,Frankfurt,Aldi,Beverages,5.88,11,64.68,2023,4
